hsa-mir-200c-3p,breast neoplasms
hsa-mir-141-3p,breast neoplasms
hsa-mir-494-3p,breast neoplasms
hsa-mir-422a,breast neoplasms
hsa-mir-144-3p,breast neoplasms
hsa-mir-142-3p,breast neoplasms
hsa-mir-4429,breast neoplasms
hsa-mir-378i,breast neoplasms
hsa-mir-378b,breast neoplasms
hsa-mir-28-5p,breast neoplasms
hsa-mir-378d,breast neoplasms
hsa-mir-3139,breast neoplasms
hsa-mir-143-3p,breast neoplasms
hsa-mir-378a-3p,breast neoplasms
hsa-mir-378h,breast neoplasms
hsa-mir-378e,breast neoplasms
hsa-mir-1271-5p,breast neoplasms
hsa-mir-4770,breast neoplasms
hsa-mir-488-3p,breast neoplasms
hsa-mir-302e,breast neoplasms
hsa-mir-615-3p,breast neoplasms
hsa-mir-433-3p,breast neoplasms
hsa-mir-136-5p,breast neoplasms
hsa-mir-495-3p,breast neoplasms
hsa-mir-300,breast neoplasms
hsa-mir-381-3p,breast neoplasms
hsa-mir-410-3p,breast neoplasms
hsa-mir-365a-3p,breast neoplasms
hsa-mir-520a-3p,breast neoplasms
hsa-mir-520c-3p,breast neoplasms
hsa-mir-520d-3p,breast neoplasms
hsa-mir-372-3p,breast neoplasms
hsa-mir-373-3p,breast neoplasms
hsa-mir-296-3p,breast neoplasms
hsa-mir-302d-3p,breast neoplasms
hsa-mir-302a-3p,breast neoplasms
hsa-mir-302c-3p,breast neoplasms
hsa-mir-302b-3p,breast neoplasms
hsa-mir-599,breast neoplasms
hsa-mir-126-3p,breast neoplasms
hsa-mir-299-3p,breast neoplasms
hsa-mir-223-3p,breast neoplasms
hsa-mir-208a-3p,breast neoplasms
hsa-mir-208b-3p,breast neoplasms
hsa-mir-99b-5p,breast neoplasms
hsa-mir-19b-2-5p,breast neoplasms
hsa-mir-337-5p,breast neoplasms
hsa-mir-500a-5p,breast neoplasms
hsa-mir-518b,breast neoplasms
hsa-mir-557,breast neoplasms
hsa-mir-596,breast neoplasms
hsa-mir-602,breast neoplasms
hsa-mir-611,breast neoplasms
hsa-mir-615-5p,breast neoplasms
hsa-mir-637,breast neoplasms
hsa-mir-642a-5p,breast neoplasms
hsa-mir-654-5p,breast neoplasms
hsa-mir-769-5p,breast neoplasms
hsa-mir-454-5p,breast neoplasms
hsa-mir-217-5p,breast neoplasms
hsa-mir-509-3-5p,breast neoplasms
hsa-mir-517a-3p,breast neoplasms
hsa-mir-518e-5p,breast neoplasms
hsa-mir-519b-5p,breast neoplasms
hsa-mir-593-5p,breast neoplasms
hsa-mir-646,breast neoplasms
hsa-mir-767-5p,breast neoplasms
hsa-mir-671-5p,breast neoplasms
hsa-mir-508-5p,breast neoplasms
hsa-mir-525-5p,breast neoplasms
hsa-mir-376b-5p,breast neoplasms
hsa-mir-431-5p,breast neoplasms
hsa-mir-532-5p,breast neoplasms
hsa-mir-483-5p,breast neoplasms
hsa-mir-4505,breast neoplasms
hsa-mir-5100,breast neoplasms
hsa-mir-4732-5p,breast neoplasms
hsa-mir-6088,breast neoplasms
hsa-mir-519a-5p,breast neoplasms
hsa-mir-581,breast neoplasms
hsa-mir-941,breast neoplasms
hsa-mir-744-5p,breast neoplasms
hsa-mir-523-5p,breast neoplasms
hsa-mir-362-5p,breast neoplasms
hsa-mir-432-5p,breast neoplasms
hsa-mir-487b-5p,breast neoplasms
hsa-mir-501-5p,breast neoplasms
hsa-mir-323a-5p,breast neoplasms
hsa-mir-208b-5p,breast neoplasms
hsa-mir-561-5p,breast neoplasms
hsa-mir-1224-5p,breast neoplasms
hsa-mir-297,breast neoplasms
hsa-mir-513b-5p,breast neoplasms
hsa-mir-513c-5p,breast neoplasms
hsa-mir-571,breast neoplasms
hsa-mir-583,breast neoplasms
hsa-mir-1825,breast neoplasms
hsa-mir-628-5p,breast neoplasms
hsa-mir-451b,breast neoplasms
hsa-mir-2392,breast neoplasms
hsa-mir-3162-5p,breast neoplasms
hsa-mir-4484,breast neoplasms
hsa-mir-433-5p,breast neoplasms
hsa-mir-545-5p,breast neoplasms
hsa-mir-758-5p,breast neoplasms
hsa-mir-597-5p,breast neoplasms
hsa-mir-636,breast neoplasms
hsa-mir-885-5p,breast neoplasms
hsa-mir-3651,breast neoplasms
hsa-mir-1827,breast neoplasms
hsa-mir-1973,breast neoplasms
hsa-mir-3201,breast neoplasms
hsa-mir-3611,breast neoplasms
hsa-mir-3686,breast neoplasms
hsa-mir-3915,breast neoplasms
hsa-mir-4268,breast neoplasms
hsa-mir-4279,breast neoplasms
hsa-mir-4290,breast neoplasms
hsa-mir-498-5p,breast neoplasms
hsa-mir-612,breast neoplasms
hsa-mir-665,breast neoplasms
hsa-mir-711,breast neoplasms
hsa-mir-943,breast neoplasms
hsa-mir-1237-5p,breast neoplasms
hsa-mir-1288-5p,breast neoplasms
hsa-mir-3620-5p,breast neoplasms
hsa-mir-4721,breast neoplasms
hsa-mir-626,breast neoplasms
hsa-mir-645,breast neoplasms
hsa-mir-548q,breast neoplasms
hsa-mir-1301-5p,breast neoplasms
hsa-mir-1538,breast neoplasms
hsa-mir-490-5p,breast neoplasms
hsa-mir-1179,breast neoplasms
hsa-mir-4739,breast neoplasms
hsa-mir-1244,breast neoplasms
hsa-mir-4294,breast neoplasms
hsa-mir-4476,breast neoplasms
hsa-mir-4530,breast neoplasms
hsa-mir-6075,breast neoplasms
hsa-mir-6799-5p,breast neoplasms
hsa-mir-6836-5p,breast neoplasms
hsa-mir-6880-5p,breast neoplasms
hsa-mir-188-5p,breast neoplasms
hsa-mir-517c-3p,breast neoplasms
hsa-mir-639,breast neoplasms
hsa-mir-3149,breast neoplasms
hsa-mir-572,breast neoplasms
hsa-mir-586,breast neoplasms
hsa-mir-3662,breast neoplasms
hsa-mir-944,breast neoplasms
hsa-mir-764,breast neoplasms
hsa-mir-579-5p,breast neoplasms
hsa-mir-500b-5p,breast neoplasms
hsa-mir-942-5p,breast neoplasms
hsa-mir-4487,breast neoplasms
hsa-mir-4706,breast neoplasms
hsa-mir-4731-5p,breast neoplasms
hsa-mir-514a-5p,breast neoplasms
hsa-mir-664a-5p,breast neoplasms
hsa-mir-3151-5p,breast neoplasms
hsa-mir-511-5p,breast neoplasms
hsa-mir-595,breast neoplasms
hsa-mir-939-5p,breast neoplasms
hsa-mir-1183,breast neoplasms
hsa-mir-1299,breast neoplasms
hsa-mir-3960,breast neoplasms
hsa-mir-4534,breast neoplasms
hsa-mir-627-5p,breast neoplasms
hsa-mir-3925-5p,breast neoplasms
hsa-mir-3926,breast neoplasms
hsa-mir-4764-5p,breast neoplasms
hsa-mir-2861,breast neoplasms
hsa-mir-3663-5p,breast neoplasms
hsa-mir-4726-5p,breast neoplasms
hsa-mir-7109-5p,breast neoplasms
hsa-mir-369-5p,breast neoplasms
hsa-mir-938,breast neoplasms
hsa-mir-3074-5p,breast neoplasms
hsa-mir-4448,breast neoplasms
hsa-mir-4772-5p,breast neoplasms
hsa-mir-642b-5p,breast neoplasms
hsa-mir-663b,breast neoplasms
hsa-mir-380-5p,breast neoplasms
hsa-mir-556-5p,breast neoplasms
hsa-mir-3171,breast neoplasms
hsa-mir-4666a-5p,breast neoplasms
hsa-mir-1281,breast neoplasms
hsa-mir-3126-5p,breast neoplasms
hsa-mir-766-5p,breast neoplasms
hsa-mir-524-5p,breast neoplasms
hsa-mir-1233-5p,breast neoplasms
hsa-mir-598-5p,breast neoplasms
hsa-mir-2110,breast neoplasms
hsa-mir-6838-5p,breast neoplasms
hsa-mir-3613-5p,breast neoplasms
hsa-mir-1229-5p,breast neoplasms
hsa-mir-8084,breast neoplasms
hsa-mir-95-5p,breast neoplasms
hsa-mir-1260a,breast neoplasms
hsa-mir-1908-5p,breast neoplasms
hsa-mir-371b-5p,breast neoplasms
hsa-mir-3135b,breast neoplasms
hsa-mir-4531,breast neoplasms
hsa-mir-4709-5p,breast neoplasms
hsa-mir-4742-5p,breast neoplasms
hsa-mir-4756-5p,breast neoplasms
hsa-mir-4765,breast neoplasms
hsa-mir-5187-5p,breast neoplasms
hsa-mir-5584-5p,breast neoplasms
hsa-mir-647,breast neoplasms
hsa-mir-563,breast neoplasms
hsa-mir-3177-5p,breast neoplasms
hsa-mir-1185-1-3p,breast neoplasms
hsa-mir-1343-5p,breast neoplasms
hsa-mir-4695-5p,breast neoplasms
hsa-mir-6724-5p,breast neoplasms
hsa-mir-6831-5p,breast neoplasms
hsa-mir-518c-5p,breast neoplasms
hsa-mir-600,breast neoplasms
hsa-mir-601,breast neoplasms
hsa-mir-622,breast neoplasms
hsa-mir-657,breast neoplasms
hsa-mir-658,breast neoplasms
hsa-mir-662,breast neoplasms
hsa-mir-1249-5p,breast neoplasms
hsa-mir-614,breast neoplasms
hsa-mir-648,breast neoplasms
hsa-mir-655-5p,breast neoplasms
hsa-mir-378g,breast neoplasms
hsa-mir-5010-5p,breast neoplasms
hsa-mir-4449,breast neoplasms
hsa-mir-4454,breast neoplasms
hsa-mir-4649-5p,breast neoplasms
hsa-mir-1843,breast neoplasms
hsa-mir-551b-5p,breast neoplasms
hsa-mir-1255a,breast neoplasms
hsa-mir-1260b,breast neoplasms
hsa-mir-4508,breast neoplasms
hsa-mir-3667-5p,breast neoplasms
hsa-mir-1236-5p,breast neoplasms
hsa-mir-325,breast neoplasms
hsa-mir-5586-5p,breast neoplasms
hsa-mir-1296-5p,breast neoplasms
hsa-mir-651-5p,breast neoplasms
hsa-mir-7705,breast neoplasms
hsa-mir-548j-5p,breast neoplasms
hsa-mir-1202,breast neoplasms
hsa-mir-522-5p,breast neoplasms
hsa-mir-582-5p,breast neoplasms
hsa-mir-6126,breast neoplasms
hsa-mir-6780b-5p,breast neoplasms
hsa-mir-512-5p,breast neoplasms
hsa-mir-1227-5p,breast neoplasms
hsa-mir-1256,breast neoplasms
hsa-mir-1286,breast neoplasms
hsa-mir-1287-5p,breast neoplasms
hsa-mir-641,breast neoplasms
hsa-mir-659-5p,breast neoplasms
hsa-mir-569,breast neoplasms
hsa-mir-519a-2-5p,breast neoplasms
hsa-mir-520e-5p,breast neoplasms
hsa-mir-520f-5p,breast neoplasms
hsa-mir-1273c,breast neoplasms
hsa-mir-1303,breast neoplasms
hsa-mir-499b-5p,breast neoplasms
hsa-mir-1231,breast neoplasms
hsa-mir-624-5p,breast neoplasms
hsa-mir-3649,breast neoplasms
hsa-mir-2278,breast neoplasms
hsa-mir-4513,breast neoplasms
hsa-mir-604,breast neoplasms
hsa-mir-2682-5p,breast neoplasms
hsa-mir-1206,breast neoplasms
hsa-mir-548ac,breast neoplasms
hsa-mir-4293,breast neoplasms
hsa-mir-3622a-5p,breast neoplasms
hsa-mir-5582-5p,breast neoplasms
hsa-mir-551a,breast neoplasms
hsa-mir-550a-5p,breast neoplasms
hsa-mir-4639-5p,breast neoplasms
hsa-mir-1269b,breast neoplasms
hsa-mir-3131,breast neoplasms
hsa-mir-1269a,breast neoplasms
hsa-mir-1203,breast neoplasms
hsa-mir-6720-5p,breast neoplasms
hsa-mir-6886-5p,breast neoplasms
hsa-mir-1302,breast neoplasms
hsa-mir-3161,breast neoplasms
hsa-mir-589-5p,breast neoplasms
hsa-mir-4282,breast neoplasms
hsa-mir-138-1-3p,breast neoplasms
hsa-mir-138-2-3p,breast neoplasms
hsa-mir-937-5p,breast neoplasms
hsa-mir-548a-3p,breast neoplasms
hsa-mir-634,breast neoplasms
hsa-mir-1180-5p,breast neoplasms
hsa-mir-548an,breast neoplasms
hsa-mir-541-5p,breast neoplasms
hsa-mir-610,breast neoplasms
hsa-mir-329-5p,breast neoplasms
hsa-mir-3178,breast neoplasms
hsa-mir-640,breast neoplasms
hsa-mir-1181,breast neoplasms
hsa-mir-650,breast neoplasms
hsa-mir-617,breast neoplasms
hsa-mir-376a-2-5p,breast neoplasms
hsa-mir-323b-5p,breast neoplasms
hsa-mir-1234-3p,breast neoplasms
hsa-mir-1321,breast neoplasms
hsa-mir-877-5p,breast neoplasms
hsa-mir-4423-5p,breast neoplasms
hsa-mir-4723-5p,breast neoplasms
hsa-mir-4661-5p,breast neoplasms
hsa-mir-4758-5p,breast neoplasms
hsa-mir-2909,breast neoplasms
hsa-mir-552-5p,breast neoplasms
hsa-mir-3144-5p,breast neoplasms
hsa-mir-1291,breast neoplasms
hsa-mir-3127-5p,breast neoplasms
hsa-mir-1226-5p,breast neoplasms
hsa-mir-558,breast neoplasms
hsa-mir-3189-5p,breast neoplasms
hsa-mir-1270,breast neoplasms
hsa-mir-1204,breast neoplasms
hsa-mir-577,breast neoplasms
hsa-mir-518a-5p,breast neoplasms
hsa-mir-889-5p,breast neoplasms
hsa-mir-1238-5p,breast neoplasms
hsa-mir-449c-5p,breast neoplasms
hsa-mir-1264,breast neoplasms
hsa-mir-4286,breast neoplasms
hsa-mir-5193,breast neoplasms
hsa-mir-4446-5p,breast neoplasms
hsa-mir-4697-5p,breast neoplasms
hsa-mir-4496,breast neoplasms
hsa-mir-3176,breast neoplasms
hsa-mir-3654,breast neoplasms
hsa-mir-5004-5p,breast neoplasms
hsa-mir-606,breast neoplasms
hsa-mir-518f-5p,breast neoplasms
hsa-mir-1295a,breast neoplasms
hsa-mir-4443,breast neoplasms
hsa-mir-4687-5p,breast neoplasms
hsa-mir-616-5p,breast neoplasms
hsa-mir-4787-5p,breast neoplasms
hsa-mir-1284,breast neoplasms
hsa-mir-635,breast neoplasms
hsa-mir-3658,breast neoplasms
hsa-mir-4753-5p,breast neoplasms
hsa-mir-1292-5p,breast neoplasms
hsa-mir-4775,breast neoplasms
hsa-mir-644a,breast neoplasms
hsa-mir-147b-5p,breast neoplasms
hsa-mir-4447,breast neoplasms
hsa-mir-548p,breast neoplasms
hsa-mir-548f-5p,breast neoplasms
hsa-mir-548am-5p,breast neoplasms
hsa-mir-548i,breast neoplasms
hsa-mir-676-5p,breast neoplasms
hsa-mir-466,breast neoplasms
hsa-mir-2113,breast neoplasms
hsa-mir-1910-5p,breast neoplasms
hsa-mir-514b-5p,breast neoplasms
hsa-mir-6853-5p,breast neoplasms
hsa-mir-4455,breast neoplasms
hsa-mir-3614-5p,breast neoplasms
hsa-mir-1976,breast neoplasms
hsa-mir-4633-5p,breast neoplasms
hsa-mir-1247-5p,breast neoplasms
hsa-mir-3148,breast neoplasms
hsa-mir-3158-5p,breast neoplasms
hsa-mir-5699-5p,breast neoplasms
hsa-mir-6798-5p,breast neoplasms
hsa-mir-1972,breast neoplasms
hsa-mir-507,breast neoplasms
hsa-mir-770-5p,breast neoplasms
hsa-mir-1253,breast neoplasms
hsa-mir-4302,breast neoplasms
hsa-mir-6873-5p,breast neoplasms
hsa-mir-4310,breast neoplasms
hsa-mir-5003-5p,breast neoplasms
hsa-mir-518d-5p,breast neoplasms
hsa-mir-1293,breast neoplasms
hsa-mir-544b,breast neoplasms
hsa-mir-103b,breast neoplasms
hsa-mir-550a-3-5p,breast neoplasms
hsa-mir-591,breast neoplasms
hsa-mir-656-5p,breast neoplasms
hsa-mir-4782-5p,breast neoplasms
hsa-mir-9500,breast neoplasms
hsa-mir-620,breast neoplasms
hsa-mir-3928-5p,breast neoplasms
hsa-mir-585-5p,breast neoplasms
hsa-mir-1324,breast neoplasms
hsa-mir-1178-5p,breast neoplasms
hsa-mir-1182,breast neoplasms
hsa-mir-4284,breast neoplasms
hsa-mir-4717-5p,breast neoplasms
hsa-mir-875-5p,breast neoplasms
hsa-mir-3622b-5p,breast neoplasms
hsa-mir-4467,breast neoplasms
hsa-mir-526a-5p,breast neoplasms
hsa-mir-1283,breast neoplasms
hsa-mir-587,breast neoplasms
hsa-mir-631,breast neoplasms
hsa-mir-3130-5p,breast neoplasms
hsa-mir-548b-5p,breast neoplasms
hsa-mir-4736,breast neoplasms
hsa-mir-664b-5p,breast neoplasms
hsa-mir-935,breast neoplasms
hsa-mir-4480,breast neoplasms
hsa-mir-4270,breast neoplasms
hsa-mir-4778-5p,breast neoplasms
hsa-mir-6068,breast neoplasms
hsa-mir-6133,breast neoplasms
hsa-mir-4701-5p,breast neoplasms
hsa-mir-3188,breast neoplasms
hsa-mir-4271,breast neoplasms
hsa-mir-6734-5p,breast neoplasms
hsa-mir-588,breast neoplasms
hsa-mir-1304-5p,breast neoplasms
hsa-mir-1298-5p,breast neoplasms
hsa-mir-3117-5p,breast neoplasms
hsa-mir-3941,breast neoplasms
hsa-mir-3908,breast neoplasms
hsa-mir-3664-5p,breast neoplasms
hsa-mir-1185-5p,breast neoplasms
hsa-mir-4317,breast neoplasms
hsa-mir-4326,breast neoplasms
hsa-mir-513a-5p,breast neoplasms
hsa-mir-6869-5p,breast neoplasms
hsa-mir-3147,breast neoplasms
hsa-mir-3909,breast neoplasms
hsa-mir-6086,breast neoplasms
hsa-mir-548k,breast neoplasms
hsa-mir-3160-5p,breast neoplasms
hsa-mir-4497,breast neoplasms
hsa-mir-487a-5p,breast neoplasms
hsa-mir-5590-5p,breast neoplasms
hsa-mir-6852-5p,breast neoplasms
hsa-mir-6089,breast neoplasms
hsa-mir-7702,breast neoplasms
hsa-mir-1265,breast neoplasms
hsa-mir-933,breast neoplasms
hsa-mir-1306-5p,breast neoplasms
hsa-mir-4463,breast neoplasms
hsa-mir-4490,breast neoplasms
hsa-mir-6775-5p,breast neoplasms
hsa-mir-203b-5p,breast neoplasms
hsa-mir-450a-5p,breast neoplasms
hsa-mir-1261,breast neoplasms
hsa-mir-4650-5p,breast neoplasms
hsa-mir-643,breast neoplasms
hsa-mir-4516,breast neoplasms
hsa-mir-1294,breast neoplasms
hsa-mir-7152-5p,breast neoplasms
hsa-mir-891a-5p,breast neoplasms
hsa-mir-934,breast neoplasms
hsa-mir-3175,breast neoplasms
hsa-mir-555,breast neoplasms
hsa-mir-1914-5p,breast neoplasms
hsa-mir-1268a,breast neoplasms
hsa-mir-1268b,breast neoplasms
hsa-mir-4466,breast neoplasms
hsa-mir-6729-5p,breast neoplasms
hsa-mir-619-5p,breast neoplasms
hsa-mir-527,breast neoplasms
hsa-mir-1305,breast neoplasms
hsa-mir-1322,breast neoplasms
hsa-mir-633,breast neoplasms
hsa-mir-4291,breast neoplasms
hsa-mir-4324,breast neoplasms
hsa-mir-921,breast neoplasms
hsa-mir-2116-5p,breast neoplasms
hsa-mir-3940-5p,breast neoplasms
hsa-mir-1295b-5p,breast neoplasms
hsa-mir-4478,breast neoplasms
hsa-mir-3156-5p,breast neoplasms
hsa-mir-4488,breast neoplasms
hsa-mir-6721-5p,breast neoplasms
hsa-mir-521,breast neoplasms
hsa-mir-3924,breast neoplasms
hsa-mir-548e-5p,breast neoplasms
hsa-mir-550b-2-5p,breast neoplasms
hsa-mir-3185,breast neoplasms
hsa-mir-1277-5p,breast neoplasms
hsa-mir-3945,breast neoplasms
hsa-mir-4501,breast neoplasms
hsa-mir-4672,breast neoplasms
hsa-mir-5000-5p,breast neoplasms
hsa-mir-5009-5p,breast neoplasms
hsa-mir-3065-5p,breast neoplasms
hsa-mir-3976,breast neoplasms
hsa-mir-4648,breast neoplasms
hsa-mir-4664-5p,breast neoplasms
hsa-mir-516b-5p,breast neoplasms
hsa-mir-517-5p,breast neoplasms
hsa-mir-517b-3p,breast neoplasms
hsa-mir-3195,breast neoplasms
hsa-mir-4469,breast neoplasms
hsa-mir-4510,breast neoplasms
hsa-mir-4489,breast neoplasms
hsa-mir-3198,breast neoplasms
hsa-mir-7515,breast neoplasms
hsa-mir-4793-5p,breast neoplasms
hsa-mir-3916,breast neoplasms
hsa-mir-4274,breast neoplasms
hsa-mir-4784,breast neoplasms
hsa-mir-4795-5p,breast neoplasms
hsa-mir-623,breast neoplasms
hsa-mir-1909-5p,breast neoplasms
hsa-mir-3138,breast neoplasms
hsa-mir-5692b,breast neoplasms
hsa-mir-3610,breast neoplasms
hsa-mir-1267,breast neoplasms
hsa-mir-1282,breast neoplasms
hsa-mir-6069,breast neoplasms
hsa-mir-4258,breast neoplasms
hsa-mir-4298,breast neoplasms
hsa-mir-7107-5p,breast neoplasms
hsa-mir-7847-3p,breast neoplasms
hsa-mir-3120-5p,breast neoplasms
hsa-mir-3677-5p,breast neoplasms
hsa-mir-3682-5p,breast neoplasms
hsa-mir-3689d,breast neoplasms
hsa-mir-4518,breast neoplasms
hsa-mir-5189-5p,breast neoplasms
hsa-mir-1276,breast neoplasms
hsa-mir-3142,breast neoplasms
hsa-mir-3182,breast neoplasms
hsa-mir-4301,breast neoplasms
hsa-mir-1184,breast neoplasms
hsa-mir-670-5p,breast neoplasms
hsa-mir-548l,breast neoplasms
hsa-mir-1468-5p,breast neoplasms
hsa-mir-3913-5p,breast neoplasms
hsa-mir-3170,breast neoplasms
hsa-mir-1252-5p,breast neoplasms
hsa-mir-7706,breast neoplasms
hsa-mir-3157-5p,breast neoplasms
hsa-mir-5091,breast neoplasms
hsa-mir-6508-5p,breast neoplasms
hsa-mir-7161-5p,breast neoplasms
hsa-mir-4511,breast neoplasms
hsa-mir-6124,breast neoplasms
hsa-mir-4507,breast neoplasms
hsa-mir-4656,breast neoplasms
hsa-mir-6782-5p,breast neoplasms
hsa-mir-3714,breast neoplasms
hsa-mir-6867-5p,breast neoplasms
hsa-mir-412-5p,breast neoplasms
hsa-mir-3163,breast neoplasms
hsa-mir-4281,breast neoplasms
hsa-mir-649,breast neoplasms
hsa-mir-374c-5p,breast neoplasms
hsa-mir-920,breast neoplasms
hsa-mir-3146,breast neoplasms
hsa-mir-4746-5p,breast neoplasms
hsa-mir-485-3p,breast neoplasms
hsa-mir-133a-3p,breast neoplasms
hsa-mir-519c-3p,breast neoplasms
hsa-mir-330-3p,breast neoplasms
hsa-mir-203a-3p,breast neoplasms
hsa-mir-30a-3p,breast neoplasms
hsa-mir-199a-3p,breast neoplasms
hsa-mir-34b-3p,breast neoplasms
hsa-mir-17-3p,breast neoplasms
hsa-mir-483-3p,breast neoplasms
hsa-mir-127-3p,breast neoplasms
hsa-mir-149-3p,breast neoplasms
hsa-mir-519a-3p,breast neoplasms
hsa-mir-331-3p,breast neoplasms
hsa-mir-34a-3p,breast neoplasms
hsa-mir-624-3p,breast neoplasms
hsa-mir-409-3p,breast neoplasms
hsa-mir-9-3p,breast neoplasms
hsa-mir-150-3p,breast neoplasms
hsa-mir-34c-3p,breast neoplasms
hsa-mir-574-3p,breast neoplasms
hsa-mir-655-3p,breast neoplasms
hsa-mir-155-3p,breast neoplasms
hsa-mir-455-3p,breast neoplasms
hsa-mir-487b-3p,breast neoplasms
hsa-mir-541-3p,breast neoplasms
hsa-mir-489-3p,breast neoplasms
hsa-mir-21-3p,breast neoplasms
hsa-mir-1-5p,breast neoplasms
hsa-mir-140-3p,breast neoplasms
hsa-mir-195-3p,breast neoplasms
hsa-mir-486-3p,breast neoplasms
