hsa-mir-320c,colon neoplasms
hsa-mir-4429,colon neoplasms
hsa-mir-378i,colon neoplasms
hsa-mir-378b,colon neoplasms
hsa-mir-28-5p,colon neoplasms
hsa-mir-378d,colon neoplasms
hsa-mir-3139,colon neoplasms
hsa-mir-143-3p,colon neoplasms
hsa-mir-378a-3p,colon neoplasms
hsa-mir-378h,colon neoplasms
hsa-mir-378e,colon neoplasms
hsa-mir-1271-5p,colon neoplasms
hsa-mir-4770,colon neoplasms
hsa-mir-503-5p,colon neoplasms
hsa-mir-488-3p,colon neoplasms
hsa-mir-302e,colon neoplasms
hsa-mir-615-3p,colon neoplasms
hsa-mir-433-3p,colon neoplasms
hsa-mir-136-5p,colon neoplasms
hsa-mir-495-3p,colon neoplasms
hsa-mir-300,colon neoplasms
hsa-mir-381-3p,colon neoplasms
hsa-mir-410-3p,colon neoplasms
hsa-mir-365a-3p,colon neoplasms
hsa-mir-324-5p,colon neoplasms
hsa-mir-10a-5p,colon neoplasms
hsa-mir-520a-3p,colon neoplasms
hsa-mir-520c-3p,colon neoplasms
hsa-mir-520d-3p,colon neoplasms
hsa-mir-372-3p,colon neoplasms
hsa-mir-373-3p,colon neoplasms
hsa-mir-296-3p,colon neoplasms
hsa-mir-302d-3p,colon neoplasms
hsa-mir-302a-3p,colon neoplasms
hsa-mir-302c-3p,colon neoplasms
hsa-mir-302b-3p,colon neoplasms
hsa-mir-599,colon neoplasms
hsa-mir-126-3p,colon neoplasms
hsa-mir-448,colon neoplasms
hsa-mir-299-3p,colon neoplasms
hsa-mir-199a-5p,colon neoplasms
hsa-mir-199b-5p,colon neoplasms
hsa-mir-223-3p,colon neoplasms
hsa-mir-208a-3p,colon neoplasms
hsa-mir-208b-3p,colon neoplasms
hsa-mir-411-5p,colon neoplasms
hsa-mir-451a,colon neoplasms
hsa-mir-29c-5p,colon neoplasms
hsa-mir-181a-2-3p,colon neoplasms
hsa-mir-181b-2-3p,colon neoplasms
hsa-mir-99b-5p,colon neoplasms
hsa-mir-144-5p,colon neoplasms
hsa-mir-148b-5p,colon neoplasms
hsa-mir-128-1-5p,colon neoplasms
hsa-mir-92a-2-5p,colon neoplasms
hsa-mir-337-5p,colon neoplasms
hsa-mir-338-5p,colon neoplasms
hsa-mir-423-5p,colon neoplasms
hsa-mir-484,colon neoplasms
hsa-mir-500a-5p,colon neoplasms
hsa-mir-518b,colon neoplasms
hsa-mir-557,colon neoplasms
hsa-mir-596,colon neoplasms
hsa-mir-602,colon neoplasms
hsa-mir-611,colon neoplasms
hsa-mir-637,colon neoplasms
hsa-mir-642a-5p,colon neoplasms
hsa-mir-654-5p,colon neoplasms
hsa-mir-663a,colon neoplasms
hsa-mir-769-5p,colon neoplasms
hsa-mir-99a-5p,colon neoplasms
hsa-mir-378a-5p,colon neoplasms
hsa-mir-454-5p,colon neoplasms
hsa-mir-575,colon neoplasms
hsa-mir-373-5p,colon neoplasms
hsa-mir-29b-2-5p,colon neoplasms
hsa-mir-214-5p,colon neoplasms
hsa-mir-217-5p,colon neoplasms
hsa-mir-452-5p,colon neoplasms
hsa-mir-509-3-5p,colon neoplasms
hsa-mir-517a-3p,colon neoplasms
hsa-mir-518e-5p,colon neoplasms
hsa-mir-519b-5p,colon neoplasms
hsa-mir-593-5p,colon neoplasms
hsa-mir-621,colon neoplasms
hsa-mir-646,colon neoplasms
hsa-mir-767-5p,colon neoplasms
hsa-mir-320a-5p,colon neoplasms
hsa-mir-331-5p,colon neoplasms
hsa-mir-26a-1-3p,colon neoplasms
hsa-mir-26a-2-3p,colon neoplasms
hsa-mir-103a-1-5p,colon neoplasms
hsa-mir-103a-2-5p,colon neoplasms
hsa-mir-100-5p,colon neoplasms
hsa-mir-342-5p,colon neoplasms
hsa-mir-671-5p,colon neoplasms
hsa-mir-1469,colon neoplasms
hsa-mir-1471,colon neoplasms
hsa-mir-193a-5p,colon neoplasms
hsa-mir-2355-5p,colon neoplasms
hsa-mir-3186-5p,colon neoplasms
hsa-mir-625-5p,colon neoplasms
hsa-mir-718,colon neoplasms
hsa-mir-874-5p,colon neoplasms
hsa-mir-508-5p,colon neoplasms
hsa-mir-193b-5p,colon neoplasms
hsa-mir-519d-5p,colon neoplasms
hsa-mir-525-5p,colon neoplasms
hsa-mir-302c-5p,colon neoplasms
hsa-mir-367-5p,colon neoplasms
hsa-mir-381-5p,colon neoplasms
hsa-mir-376b-5p,colon neoplasms
hsa-mir-431-5p,colon neoplasms
hsa-mir-409-5p,colon neoplasms
hsa-mir-660-5p,colon neoplasms
hsa-mir-198,colon neoplasms
hsa-mir-505-5p,colon neoplasms
hsa-mir-1285-5p,colon neoplasms
hsa-mir-532-5p,colon neoplasms
hsa-mir-495-5p,colon neoplasms
hsa-mir-124-5p,colon neoplasms
hsa-mir-130b-5p,colon neoplasms
hsa-mir-34b-5p,colon neoplasms
hsa-mir-4505,colon neoplasms
hsa-mir-5100,colon neoplasms
hsa-mir-638,colon neoplasms
hsa-mir-632,colon neoplasms
hsa-mir-1246,colon neoplasms
hsa-mir-4732-5p,colon neoplasms
hsa-mir-6088,colon neoplasms
hsa-mir-299-5p,colon neoplasms
hsa-mir-519a-5p,colon neoplasms
hsa-mir-151a-5p,colon neoplasms
hsa-mir-377-5p,colon neoplasms
hsa-mir-581,colon neoplasms
hsa-mir-941,colon neoplasms
hsa-mir-744-5p,colon neoplasms
hsa-mir-520c-5p,colon neoplasms
hsa-mir-523-5p,colon neoplasms
hsa-mir-362-5p,colon neoplasms
hsa-mir-376c-5p,colon neoplasms
hsa-mir-432-5p,colon neoplasms
hsa-mir-487b-5p,colon neoplasms
hsa-mir-501-5p,colon neoplasms
hsa-mir-323a-5p,colon neoplasms
hsa-mir-370-5p,colon neoplasms
hsa-mir-208b-5p,colon neoplasms
hsa-mir-298,colon neoplasms
hsa-mir-208a-5p,colon neoplasms
hsa-mir-1224-5p,colon neoplasms
hsa-mir-302a-5p,colon neoplasms
hsa-mir-302d-5p,colon neoplasms
hsa-mir-372-5p,colon neoplasms
hsa-mir-147a,colon neoplasms
hsa-mir-301a-5p,colon neoplasms
hsa-mir-297,colon neoplasms
hsa-mir-574-5p,colon neoplasms
hsa-mir-513b-5p,colon neoplasms
hsa-mir-513c-5p,colon neoplasms
hsa-mir-571,colon neoplasms
hsa-mir-652-5p,colon neoplasms
hsa-mir-27b-5p,colon neoplasms
hsa-mir-494-5p,colon neoplasms
hsa-mir-129-1-3p,colon neoplasms
hsa-mir-129-2-3p,colon neoplasms
hsa-mir-583,colon neoplasms
hsa-mir-1825,colon neoplasms
hsa-mir-628-5p,colon neoplasms
hsa-mir-451b,colon neoplasms
hsa-mir-2392,colon neoplasms
hsa-mir-3162-5p,colon neoplasms
hsa-mir-4484,colon neoplasms
hsa-mir-433-5p,colon neoplasms
hsa-mir-376a-5p,colon neoplasms
hsa-mir-758-5p,colon neoplasms
hsa-mir-410-5p,colon neoplasms
hsa-mir-597-5p,colon neoplasms
hsa-mir-885-5p,colon neoplasms
hsa-mir-3651,colon neoplasms
hsa-mir-1827,colon neoplasms
hsa-mir-1973,colon neoplasms
hsa-mir-3201,colon neoplasms
hsa-mir-3611,colon neoplasms
hsa-mir-3646,colon neoplasms
hsa-mir-3686,colon neoplasms
hsa-mir-3915,colon neoplasms
hsa-mir-4268,colon neoplasms
hsa-mir-4279,colon neoplasms
hsa-mir-4290,colon neoplasms
hsa-mir-612,colon neoplasms
hsa-mir-665,colon neoplasms
hsa-mir-711,colon neoplasms
hsa-mir-943,colon neoplasms
hsa-mir-105-5p,colon neoplasms
hsa-mir-1207-5p,colon neoplasms
hsa-mir-1237-5p,colon neoplasms
hsa-mir-1288-5p,colon neoplasms
hsa-mir-3620-5p,colon neoplasms
hsa-mir-4721,colon neoplasms
hsa-mir-576-5p,colon neoplasms
hsa-mir-626,colon neoplasms
hsa-mir-645,colon neoplasms
hsa-mir-548q,colon neoplasms
hsa-mir-345-5p,colon neoplasms
hsa-mir-519c-5p,colon neoplasms
hsa-mir-1301-5p,colon neoplasms
hsa-mir-1538,colon neoplasms
hsa-mir-490-5p,colon neoplasms
hsa-mir-1179,colon neoplasms
hsa-mir-1275,colon neoplasms
hsa-mir-212-5p,colon neoplasms
hsa-mir-4739,colon neoplasms
hsa-mir-1244,colon neoplasms
hsa-mir-520b-5p,colon neoplasms
hsa-mir-765,colon neoplasms
hsa-mir-1225-5p,colon neoplasms
hsa-mir-4294,colon neoplasms
hsa-mir-4476,colon neoplasms
hsa-mir-4530,colon neoplasms
hsa-mir-6075,colon neoplasms
hsa-mir-6799-5p,colon neoplasms
hsa-mir-6836-5p,colon neoplasms
hsa-mir-6880-5p,colon neoplasms
hsa-mir-188-5p,colon neoplasms
hsa-mir-517c-3p,colon neoplasms
hsa-mir-639,colon neoplasms
hsa-mir-187-5p,colon neoplasms
hsa-mir-202-5p,colon neoplasms
hsa-mir-3149,colon neoplasms
hsa-mir-572,colon neoplasms
hsa-mir-520h,colon neoplasms
hsa-mir-586,colon neoplasms
hsa-mir-92b-5p,colon neoplasms
hsa-mir-3662,colon neoplasms
hsa-mir-944,colon neoplasms
hsa-mir-520d-5p,colon neoplasms
hsa-mir-764,colon neoplasms
hsa-mir-579-5p,colon neoplasms
hsa-mir-500b-5p,colon neoplasms
hsa-mir-942-5p,colon neoplasms
hsa-mir-542-5p,colon neoplasms
hsa-mir-4487,colon neoplasms
hsa-mir-4706,colon neoplasms
hsa-mir-4731-5p,colon neoplasms
hsa-mir-509-5p,colon neoplasms
hsa-mir-514a-5p,colon neoplasms
hsa-mir-664a-5p,colon neoplasms
hsa-mir-3151-5p,colon neoplasms
hsa-mir-511-5p,colon neoplasms
hsa-mir-595,colon neoplasms
hsa-mir-939-5p,colon neoplasms
hsa-mir-1183,colon neoplasms
hsa-mir-1299,colon neoplasms
hsa-mir-3960,colon neoplasms
hsa-mir-4534,colon neoplasms
hsa-mir-3925-5p,colon neoplasms
hsa-mir-3926,colon neoplasms
hsa-mir-4634,colon neoplasms
hsa-mir-4764-5p,colon neoplasms
hsa-mir-2861,colon neoplasms
hsa-mir-1307-5p,colon neoplasms
hsa-mir-6861-5p,colon neoplasms
hsa-mir-6875-5p,colon neoplasms
hsa-mir-3663-5p,colon neoplasms
hsa-mir-4726-5p,colon neoplasms
hsa-mir-7109-5p,colon neoplasms
hsa-mir-940,colon neoplasms
hsa-mir-369-5p,colon neoplasms
hsa-mir-938,colon neoplasms
hsa-mir-184,colon neoplasms
hsa-mir-3074-5p,colon neoplasms
hsa-mir-4448,colon neoplasms
hsa-mir-4772-5p,colon neoplasms
hsa-mir-489-5p,colon neoplasms
hsa-mir-642b-5p,colon neoplasms
hsa-mir-663b,colon neoplasms
hsa-mir-380-5p,colon neoplasms
hsa-mir-556-5p,colon neoplasms
hsa-mir-1266-5p,colon neoplasms
hsa-mir-3171,colon neoplasms
hsa-mir-4666a-5p,colon neoplasms
hsa-mir-892a,colon neoplasms
hsa-mir-1281,colon neoplasms
hsa-mir-3126-5p,colon neoplasms
hsa-mir-892b,colon neoplasms
hsa-mir-1233-5p,colon neoplasms
hsa-mir-598-5p,colon neoplasms
hsa-mir-2110,colon neoplasms
hsa-mir-6838-5p,colon neoplasms
hsa-mir-1229-5p,colon neoplasms
hsa-mir-8084,colon neoplasms
hsa-mir-488-5p,colon neoplasms
hsa-mir-95-5p,colon neoplasms
hsa-mir-1260a,colon neoplasms
hsa-mir-1908-5p,colon neoplasms
hsa-mir-7-2-3p,colon neoplasms
hsa-mir-371b-5p,colon neoplasms
hsa-mir-3135b,colon neoplasms
hsa-mir-4531,colon neoplasms
hsa-mir-4709-5p,colon neoplasms
hsa-mir-4742-5p,colon neoplasms
hsa-mir-4756-5p,colon neoplasms
hsa-mir-4765,colon neoplasms
hsa-mir-5187-5p,colon neoplasms
hsa-mir-5584-5p,colon neoplasms
hsa-mir-647,colon neoplasms
hsa-mir-563,colon neoplasms
hsa-mir-3177-5p,colon neoplasms
hsa-mir-1185-1-3p,colon neoplasms
hsa-mir-1343-5p,colon neoplasms
hsa-mir-4695-5p,colon neoplasms
hsa-mir-6724-5p,colon neoplasms
hsa-mir-6831-5p,colon neoplasms
hsa-mir-600,colon neoplasms
hsa-mir-601,colon neoplasms
hsa-mir-608,colon neoplasms
hsa-mir-657,colon neoplasms
hsa-mir-658,colon neoplasms
hsa-mir-662,colon neoplasms
hsa-mir-196a-1-3p,colon neoplasms
hsa-mir-1249-5p,colon neoplasms
hsa-mir-7-1-3p,colon neoplasms
hsa-mir-614,colon neoplasms
hsa-mir-648,colon neoplasms
hsa-mir-1323,colon neoplasms
hsa-mir-4257,colon neoplasms
hsa-mir-922,colon neoplasms
hsa-mir-592,colon neoplasms
hsa-mir-151b,colon neoplasms
hsa-mir-655-5p,colon neoplasms
hsa-mir-760,colon neoplasms
hsa-mir-378g,colon neoplasms
hsa-mir-5010-5p,colon neoplasms
hsa-mir-516a-5p,colon neoplasms
hsa-mir-802,colon neoplasms
hsa-mir-4449,colon neoplasms
hsa-mir-4454,colon neoplasms
hsa-mir-4649-5p,colon neoplasms
hsa-mir-1843,colon neoplasms
hsa-mir-551b-5p,colon neoplasms
hsa-mir-1255a,colon neoplasms
hsa-mir-520g-5p,colon neoplasms
hsa-mir-1260b,colon neoplasms
hsa-mir-4508,colon neoplasms
hsa-mir-3667-5p,colon neoplasms
hsa-mir-1236-5p,colon neoplasms
hsa-mir-567,colon neoplasms
hsa-mir-325,colon neoplasms
hsa-mir-5586-5p,colon neoplasms
hsa-mir-4728-5p,colon neoplasms
hsa-mir-1296-5p,colon neoplasms
hsa-mir-6826-5p,colon neoplasms
hsa-mir-651-5p,colon neoplasms
hsa-mir-510-5p,colon neoplasms
hsa-mir-7705,colon neoplasms
hsa-mir-548j-5p,colon neoplasms
hsa-mir-1202,colon neoplasms
hsa-mir-522-5p,colon neoplasms
hsa-mir-582-5p,colon neoplasms
hsa-mir-888-5p,colon neoplasms
hsa-mir-6126,colon neoplasms
hsa-mir-6780b-5p,colon neoplasms
hsa-mir-512-5p,colon neoplasms
hsa-mir-1227-5p,colon neoplasms
hsa-mir-675-5p,colon neoplasms
hsa-mir-1256,colon neoplasms
hsa-mir-1286,colon neoplasms
hsa-mir-1287-5p,colon neoplasms
hsa-mir-641,colon neoplasms
hsa-mir-1258,colon neoplasms
hsa-mir-570-5p,colon neoplasms
hsa-mir-203a-5p,colon neoplasms
hsa-mir-659-5p,colon neoplasms
hsa-mir-492,colon neoplasms
hsa-mir-519e-5p,colon neoplasms
hsa-mir-569,colon neoplasms
hsa-mir-519a-2-5p,colon neoplasms
hsa-mir-520a-5p,colon neoplasms
hsa-mir-520e-5p,colon neoplasms
hsa-mir-520f-5p,colon neoplasms
hsa-mir-605-5p,colon neoplasms
hsa-mir-1273c,colon neoplasms
hsa-mir-1303,colon neoplasms
hsa-mir-499b-5p,colon neoplasms
hsa-mir-624-5p,colon neoplasms
hsa-mir-526b-5p,colon neoplasms
hsa-mir-3649,colon neoplasms
hsa-mir-2278,colon neoplasms
hsa-mir-603,colon neoplasms
hsa-mir-4513,colon neoplasms
hsa-mir-604,colon neoplasms
hsa-mir-2682-5p,colon neoplasms
hsa-mir-1206,colon neoplasms
hsa-mir-548ac,colon neoplasms
hsa-mir-320e,colon neoplasms
hsa-mir-4293,colon neoplasms
hsa-mir-3622a-5p,colon neoplasms
hsa-mir-5582-5p,colon neoplasms
hsa-mir-551a,colon neoplasms
hsa-mir-550a-5p,colon neoplasms
hsa-mir-618,colon neoplasms
hsa-mir-4639-5p,colon neoplasms
hsa-mir-1269b,colon neoplasms
hsa-mir-3131,colon neoplasms
hsa-mir-1269a,colon neoplasms
hsa-mir-1203,colon neoplasms
hsa-mir-6720-5p,colon neoplasms
hsa-mir-6886-5p,colon neoplasms
hsa-mir-1302,colon neoplasms
hsa-mir-3161,colon neoplasms
hsa-mir-589-5p,colon neoplasms
hsa-mir-135a-2-3p,colon neoplasms
hsa-mir-4282,colon neoplasms
hsa-mir-138-1-3p,colon neoplasms
hsa-mir-138-2-3p,colon neoplasms
hsa-mir-937-5p,colon neoplasms
hsa-mir-548a-3p,colon neoplasms
hsa-mir-573,colon neoplasms
hsa-mir-634,colon neoplasms
hsa-mir-1180-5p,colon neoplasms
hsa-mir-548an,colon neoplasms
hsa-mir-541-5p,colon neoplasms
hsa-mir-610,colon neoplasms
hsa-mir-329-5p,colon neoplasms
hsa-mir-3178,colon neoplasms
hsa-mir-661,colon neoplasms
hsa-mir-640,colon neoplasms
hsa-mir-1181,colon neoplasms
hsa-mir-650,colon neoplasms
hsa-mir-302f,colon neoplasms
hsa-mir-617,colon neoplasms
hsa-mir-376a-2-5p,colon neoplasms
hsa-mir-190b-5p,colon neoplasms
hsa-mir-323b-5p,colon neoplasms
hsa-mir-1228-5p,colon neoplasms
hsa-mir-1234-3p,colon neoplasms
hsa-mir-515-5p,colon neoplasms
hsa-mir-1321,colon neoplasms
hsa-mir-877-5p,colon neoplasms
hsa-mir-4423-5p,colon neoplasms
hsa-mir-4723-5p,colon neoplasms
hsa-mir-4661-5p,colon neoplasms
hsa-mir-4758-5p,colon neoplasms
hsa-mir-2909,colon neoplasms
hsa-mir-3144-5p,colon neoplasms
hsa-mir-1291,colon neoplasms
hsa-mir-3127-5p,colon neoplasms
hsa-mir-578,colon neoplasms
hsa-mir-1226-5p,colon neoplasms
hsa-mir-558,colon neoplasms
hsa-mir-3189-5p,colon neoplasms
hsa-mir-1270,colon neoplasms
hsa-mir-1204,colon neoplasms
hsa-mir-577,colon neoplasms
hsa-mir-548c-5p,colon neoplasms
hsa-mir-518a-5p,colon neoplasms
hsa-mir-889-5p,colon neoplasms
hsa-mir-1238-5p,colon neoplasms
hsa-mir-449c-5p,colon neoplasms
hsa-mir-1264,colon neoplasms
hsa-mir-4286,colon neoplasms
hsa-mir-5193,colon neoplasms
hsa-mir-4446-5p,colon neoplasms
hsa-mir-4697-5p,colon neoplasms
hsa-mir-4496,colon neoplasms
hsa-mir-3176,colon neoplasms
hsa-mir-3654,colon neoplasms
hsa-mir-5004-5p,colon neoplasms
hsa-mir-606,colon neoplasms
hsa-mir-518f-5p,colon neoplasms
hsa-mir-1295a,colon neoplasms
hsa-mir-4443,colon neoplasms
hsa-mir-4687-5p,colon neoplasms
hsa-mir-616-5p,colon neoplasms
hsa-mir-4787-5p,colon neoplasms
hsa-mir-1284,colon neoplasms
hsa-mir-635,colon neoplasms
hsa-mir-3658,colon neoplasms
hsa-mir-4753-5p,colon neoplasms
hsa-mir-1292-5p,colon neoplasms
hsa-mir-4775,colon neoplasms
hsa-mir-644a,colon neoplasms
hsa-mir-147b-5p,colon neoplasms
hsa-mir-4447,colon neoplasms
hsa-mir-548p,colon neoplasms
hsa-mir-548f-5p,colon neoplasms
hsa-mir-548am-5p,colon neoplasms
hsa-mir-548i,colon neoplasms
hsa-mir-676-5p,colon neoplasms
hsa-mir-466,colon neoplasms
hsa-mir-762,colon neoplasms
hsa-mir-2113,colon neoplasms
hsa-mir-1910-5p,colon neoplasms
hsa-mir-514b-5p,colon neoplasms
hsa-mir-6853-5p,colon neoplasms
hsa-mir-4521,colon neoplasms
hsa-mir-4455,colon neoplasms
hsa-mir-3614-5p,colon neoplasms
hsa-mir-1976,colon neoplasms
hsa-mir-4633-5p,colon neoplasms
hsa-mir-1247-5p,colon neoplasms
hsa-mir-3148,colon neoplasms
hsa-mir-3158-5p,colon neoplasms
hsa-mir-5699-5p,colon neoplasms
hsa-mir-6798-5p,colon neoplasms
hsa-mir-1972,colon neoplasms
hsa-mir-507,colon neoplasms
hsa-mir-770-5p,colon neoplasms
hsa-mir-1253,colon neoplasms
hsa-mir-4302,colon neoplasms
hsa-mir-6873-5p,colon neoplasms
hsa-mir-5003-5p,colon neoplasms
hsa-mir-518d-5p,colon neoplasms
hsa-mir-1293,colon neoplasms
hsa-mir-1245a,colon neoplasms
hsa-mir-1245b-5p,colon neoplasms
hsa-mir-544b,colon neoplasms
hsa-mir-103b,colon neoplasms
hsa-mir-550a-3-5p,colon neoplasms
hsa-mir-591,colon neoplasms
hsa-mir-1248,colon neoplasms
hsa-mir-656-5p,colon neoplasms
hsa-mir-4782-5p,colon neoplasms
hsa-mir-9500,colon neoplasms
hsa-mir-620,colon neoplasms
hsa-mir-3928-5p,colon neoplasms
hsa-mir-585-5p,colon neoplasms
hsa-mir-548d-5p,colon neoplasms
hsa-mir-450b-5p,colon neoplasms
hsa-mir-1324,colon neoplasms
hsa-mir-568,colon neoplasms
hsa-mir-1178-5p,colon neoplasms
hsa-mir-1182,colon neoplasms
hsa-mir-4284,colon neoplasms
hsa-mir-4717-5p,colon neoplasms
hsa-mir-875-5p,colon neoplasms
hsa-mir-3622b-5p,colon neoplasms
hsa-mir-4467,colon neoplasms
hsa-mir-526a-5p,colon neoplasms
hsa-mir-1283,colon neoplasms
hsa-mir-587,colon neoplasms
hsa-mir-631,colon neoplasms
hsa-mir-3130-5p,colon neoplasms
hsa-mir-548b-5p,colon neoplasms
hsa-mir-4736,colon neoplasms
hsa-mir-664b-5p,colon neoplasms
hsa-mir-935,colon neoplasms
hsa-mir-4480,colon neoplasms
hsa-mir-4270,colon neoplasms
hsa-mir-4778-5p,colon neoplasms
hsa-mir-6068,colon neoplasms
hsa-mir-6133,colon neoplasms
hsa-mir-4701-5p,colon neoplasms
hsa-mir-3188,colon neoplasms
hsa-mir-4271,colon neoplasms
hsa-mir-6734-5p,colon neoplasms
hsa-mir-588,colon neoplasms
hsa-mir-1304-5p,colon neoplasms
hsa-mir-1298-5p,colon neoplasms
hsa-mir-3117-5p,colon neoplasms
hsa-mir-3941,colon neoplasms
hsa-mir-3908,colon neoplasms
hsa-mir-3664-5p,colon neoplasms
hsa-mir-1185-5p,colon neoplasms
hsa-mir-4317,colon neoplasms
hsa-mir-4326,colon neoplasms
hsa-mir-513a-5p,colon neoplasms
hsa-mir-6869-5p,colon neoplasms
hsa-mir-3147,colon neoplasms
hsa-mir-3909,colon neoplasms
hsa-mir-6086,colon neoplasms
hsa-mir-548k,colon neoplasms
hsa-mir-3160-5p,colon neoplasms
